Input,Division Ratio
154,242.41171264648438
155,242.47369384765625
156,242.41949462890625
157,242.49905395507812
158,242.46145629882812
159,242.4375
160,242.21826171875
161,242.42477416992188
162,242.44381713867188
163,242.43597412109375
164,242.44769287109375
165,242.44326782226562
166,242.44863891601562
167,242.4534912109375
168,242.3704833984375
169,242.45346069335938
170,242.42758178710938
171,242.46368408203125
172,242.41729736328125
173,242.42312622070312
174,242.42800903320312
175,242.438232421875
176,242.382080078125
177,242.42794799804688
178,242.43283081054688
179,242.44451904296875
180,242.45819091796875
181,242.44546508789062
182,242.41567993164062
183,242.4317626953125
184,242.4581298828125
185,242.40975952148438
186,242.45565795898438
187,242.44244384765625
188,242.48345947265625
189,242.45364379882812
190,242.42630004882812
191,242.4140625
192,242.0458984375
193,242.40475463867188
194,242.43453979492188
195,242.48675537109375
196,242.45794677734375
197,242.44961547851562
198,242.44619750976562
199,242.4017333984375
200,242.4715576171875
201,242.44223022460938
202,242.46371459960938
203,242.51641845703125
204,242.40899658203125
205,242.46511840820312
206,242.44949340820312
207,242.452392578125
208,242.475341796875
209,242.45431518554688
210,242.47970581054688
211,242.49822998046875
212,242.48895263671875
213,242.48159790039062
214,242.45034790039062
215,242.4761962890625
216,242.4107666015625
217,242.43563842773438
218,242.48788452148438
219,242.48980712890625
220,242.48785400390625
221,242.46340942382812
222,242.42044067382812
223,242.44775390625
224,242.45947265625
225,242.44528198242188
226,242.47994995117188
227,242.47796630859375
228,242.39495849609375
229,242.45010375976562
230,242.47988891601562
231,242.4730224609375
232,242.4300537109375
233,242.46810913085938
234,242.48031616210938
235,242.46954345703125
236,242.44659423828125
237,242.42361450195312
238,242.45535278320312
239,242.471923828125
240,242.525634765625
241,242.42941284179688
242,242.50070190429688
243,242.48553466796875
244,242.53045654296875
245,242.45913696289062
246,242.50405883789062
247,242.4356689453125
248,242.5118408203125
249,242.42391967773438
250,242.44784545898438
251,242.46685791015625
252,242.45123291015625
253,242.42971801757812
254,242.48880004882812
255,242.4521484375
256,241.935546875
257,242.49215698242188
258,242.47702026367188
259,242.45208740234375
260,242.44622802734375
261,242.48135375976562
262,242.49453735351562
263,242.4608154296875
264,242.4940185546875
265,242.45443725585938
266,242.47055053710938
267,242.47198486328125
268,242.47247314453125
269,242.45877075195312
270,242.50613403320312
271,242.466064453125
272,242.478271484375
273,242.46505737304688
274,242.46749877929688
275,242.49627685546875
276,242.50750732421875
277,242.47329711914062
278,242.48208618164062
279,242.4317626953125
280,242.5074462890625
281,242.46493530273438
282,242.43954467773438
283,242.45709228515625
284,242.37066650390625
285,242.46194458007812
286,242.48147583007812
287,242.46435546875
288,242.42724609375
289,242.43893432617188
290,242.43942260742188
291,242.43841552734375
292,242.48187255859375
293,242.46865844726562
294,242.46963500976562
295,242.4764404296875
296,242.4368896484375
297,242.44955444335938
298,242.45053100585938
299,242.45440673828125
300,242.47296142578125
301,242.47488403320312
302,242.49050903320312
303,242.444091796875
304,242.512939453125
305,242.44845581054688
306,242.43087768554688
307,242.45233154296875
308,242.47869873046875
309,242.50552368164062
310,242.48696899414062
311,242.4786376953125
312,242.4874267578125
313,242.44003295898438
314,242.42977905273438
315,242.44879150390625
316,242.48638916015625
317,242.46536254882812
318,242.44680786132812
319,242.4580078125
320,242.1689453125
321,242.40768432617188
322,242.44137573242188
323,242.46429443359375
324,242.46868896484375
325,242.46231079101562
326,242.44815063476562
327,242.4569091796875
328,242.4598388671875
329,242.41049194335938
330,242.41976928710938
331,242.50128173828125
332,242.46759033203125
333,242.42166137695312
334,242.46121215820312
335,242.459228515625
336,242.364013671875
337,242.44308471679688
338,242.46163940429688
339,242.46209716796875
340,242.45086669921875
341,242.42642211914062
342,242.44790649414062
343,242.4278564453125
344,242.3951416015625
345,242.46054077148438
346,242.42587280273438
347,242.46002197265625
348,242.48590087890625
349,242.48489379882812
350,242.45657348632812
351,242.4453125
352,242.33251953125
353,242.45553588867188
354,242.46969604492188
355,242.44476318359375
356,242.45452880859375
357,242.46231079101562
358,242.44180297851562
359,242.4456787109375
360,242.4105224609375
361,242.45150756835938
362,242.44418334960938
363,242.50177001953125
364,242.43194580078125
365,242.45925903320312
366,242.46804809570312
367,242.428955078125
368,242.523681640625
369,242.50070190429688
370,242.45138549804688
371,242.47625732421875
372,242.46795654296875
373,242.49868774414062
374,242.43032836914062
375,242.4351806640625
376,242.3673095703125
377,242.45419311523438
378,242.45614624023438
379,242.45855712890625
380,242.42779541015625
381,242.46536254882812
382,242.44876098632812
383,242.43310546875
384,242.24609375
385,242.47262573242188
386,242.45358276367188
387,242.47894287109375
388,242.44329833984375
389,242.44717407226562
390,242.43838500976562
391,242.4451904296875
392,242.4530029296875
393,242.45199584960938
394,242.46859741210938
395,242.50128173828125
396,242.43048095703125
397,242.45584106445312
398,242.43826293945312
399,242.479248046875
400,242.335693359375
401,242.45285034179688
402,242.46359252929688
403,242.44158935546875
404,242.52215576171875
405,242.45132446289062
406,242.44253540039062
407,242.4468994140625
408,242.5035400390625
409,242.47225952148438
410,242.45956420898438
411,242.45269775390625
412,242.45953369140625
413,242.39651489257812
414,242.44338989257812
415,242.4423828125
416,242.37841796875
417,242.41940307617188
418,242.47360229492188
419,242.43597412109375
420,242.39105224609375
421,242.43447875976562
422,242.45547485351562
423,242.4539794921875
424,242.4075927734375
425,242.43197631835938
426,242.45248413085938
427,242.44512939453125
428,242.45733642578125
429,242.46121215820312
430,242.45535278320312
431,242.429443359375
432,242.499267578125
433,242.46310424804688
434,242.44601440429688
435,242.43865966796875
436,242.43768310546875
437,242.45327758789062
438,242.48794555664062
439,242.4605712890625
440,242.5069580078125
441,242.43075561523438
442,242.46200561523438
443,242.43218994140625
444,242.40045166015625
445,242.43557739257812
446,242.47708129882812
447,242.47021484375
448,242.1982421875
449,242.44577026367188
450,242.46627807617188
451,242.41888427734375
452,242.44622802734375
453,242.45254516601562
454,242.44912719726562
455,242.4891357421875
456,242.4266357421875
457,242.42709350585938
458,242.48715209960938
459,242.42803955078125
460,242.49395751953125
461,242.45584106445312
462,242.49832153320312
463,242.448974609375
464,242.447998046875
465,242.43380737304688
466,242.42404174804688
467,242.47186279296875
468,242.47821044921875
469,242.46401977539062
470,242.50552368164062
471,242.4390869140625
472,242.4986572265625
473,242.40829467773438
474,242.42880249023438
475,242.43756103515625
476,242.45465087890625
477,242.45559692382812
478,242.46389770507812
479,242.43017578125
480,242.44775390625
481,242.44235229492188
482,242.39791870117188
483,242.44915771484375
484,242.50921630859375
485,242.47695922851562
486,242.50381469726562
487,242.4539794921875
488,242.4183349609375
489,242.41293334960938
490,242.44027709960938
491,242.43634033203125
492,242.46221923828125
493,242.46804809570312
494,242.47830200195312
495,242.422119140625
496,242.400634765625
497,242.42843627929688
498,242.43038940429688
499,242.44696044921875
500,242.38299560546875
501,242.46890258789062
502,242.47573852539062
503,242.4532470703125
504,242.4219970703125
505,242.41806030273438
506,242.41464233398438
507,242.45611572265625
508,242.45806884765625
509,242.45364379882812
510,242.44778442382812
511,242.45263671875
512,241.494140625
513,242.41159057617188
514,242.41940307617188
515,242.43206787109375
516,242.42279052734375
517,242.45596313476562
518,242.45401000976562
519,242.4281005859375
520,242.3944091796875
521,242.43197631835938
522,242.39682006835938
523,242.44219970703125
524,242.38555908203125
525,242.46316528320312
526,242.41482543945312
527,242.451416015625
528,242.357177734375
529,242.44015502929688
530,242.41134643554688
531,242.46551513671875
532,242.44110107421875
533,242.47280883789062
534,242.40737915039062
535,242.4107666015625
536,242.4000244140625
537,242.42196655273438
538,242.42684936523438
539,242.46343994140625
540,242.45172119140625
541,242.49661254882812
542,242.43264770507812
543,242.4033203125
544,242.43896484375
545,242.44674682617188
546,242.44967651367188
547,242.47015380859375
548,242.46136474609375
549,242.47842407226562
550,242.43789672851562
551,242.4476318359375
552,242.4798583984375
553,242.46029663085938
554,242.45101928710938
555,242.49639892578125
556,242.40460205078125
557,242.42361450195312
558,242.40847778320312
559,242.455322265625
560,242.442626953125
561,242.45431518554688
562,242.44357299804688
563,242.44500732421875
564,242.45819091796875
565,242.42984008789062
566,242.44497680664062
567,242.4517822265625
568,242.3780517578125
569,242.47128295898438
570,242.46591186523438
571,242.46685791015625
572,242.42681884765625
573,242.46585083007812
574,242.42825317382812
575,242.431640625
576,242.1181640625
577,242.45114135742188
578,242.47848510742188
579,242.46575927734375
580,242.38763427734375
581,242.44180297851562
582,242.47012329101562
583,242.4412841796875
584,242.4481201171875
585,242.43881225585938
586,242.45687866210938
587,242.47979736328125
588,242.45782470703125
589,242.38064575195312
590,242.46951293945312
591,242.474365234375
592,242.614013671875
593,242.43624877929688
594,242.49240112304688
595,242.44696044921875
596,242.51727294921875
597,242.41323852539062
598,242.49722290039062
599,242.4854736328125
600,242.4947509765625
601,242.47030639648438
602,242.43954467773438
603,242.43560791015625
604,242.41949462890625
605,242.41995239257812
606,242.48001098632812
607,242.46142578125
608,242.47705078125
609,242.45504760742188
610,242.46530151367188
611,242.41351318359375
612,242.44378662109375
613,242.42080688476562
614,242.47988891601562
615,242.4852294921875
616,242.5003662109375
617,242.44271850585938
618,242.45394897460938
619,242.45831298828125
620,242.46124267578125
621,242.47000122070312
622,242.48416137695312
623,242.459716796875
624,242.332275390625
625,242.45626831054688
626,242.46310424804688
627,242.42401123046875
628,242.48553466796875
629,242.43423461914062
630,242.48599243164062
631,242.5177001953125
632,242.5020751953125
633,242.43612670898438
634,242.44491577148438
635,242.41265869140625
636,242.40631103515625
637,242.49270629882812
638,242.47073364257812
639,242.47998046875
640,242.2421875
641,242.44430541992188
642,242.43600463867188
643,242.42913818359375
644,242.45208740234375
645,242.48916625976562
646,242.48721313476562
647,242.4803466796875
648,242.3768310546875
649,242.40658569335938
650,242.41586303710938
651,242.46417236328125
652,242.51348876953125
653,242.45828247070312
654,242.44412231445312
655,242.458740234375
656,242.538818359375
657,242.41232299804688
658,242.42941284179688
659,242.45965576171875
660,242.43231201171875
661,242.50454711914062
662,242.47085571289062
663,242.4932861328125
664,242.4957275390625
665,242.44491577148438
666,242.40634155273438
667,242.45416259765625
668,242.42340087890625
669,242.47317504882812
670,242.46243286132812
671,242.4658203125
672,242.33544921875
673,242.43746948242188
674,242.45211791992188
675,242.44866943359375
676,242.49652099609375
677,242.45449829101562
678,242.46621704101562
679,242.4266357421875
680,242.4036865234375
681,242.41390991210938
682,242.43441772460938
683,242.47100830078125
684,242.46905517578125
685,242.47097778320312
686,242.44216918945312
687,242.479736328125
688,242.444580078125
689,242.42160034179688
690,242.45529174804688
691,242.44598388671875
692,242.41619873046875
693,242.47769165039062
694,242.43521118164062
695,242.4439697265625
696,242.3721923828125
697,242.40487670898438
698,242.43319702148438
699,242.43902587890625
700,242.47174072265625
701,242.50442504882812
702,242.43850708007812
703,242.43603515625
704,242.1943359375
705,242.44284057617188
706,242.46481323242188
707,242.43109130859375
708,242.38665771484375
709,242.47256469726562
710,242.41787719726562
711,242.3895263671875
712,242.4246826171875
713,242.44076538085938
714,242.42660522460938
715,242.46807861328125
716,242.40509033203125
717,242.50222778320312
718,242.45144653320312
719,242.424072265625
720,242.463623046875
721,242.45919799804688
722,242.45626831054688
723,242.51092529296875
724,242.45477294921875
725,242.43814086914062
726,242.45376586914062
727,242.3731689453125
728,242.4361572265625
729,242.45809936523438
730,242.49960327148438
731,242.44830322265625
732,242.50933837890625
733,242.46682739257812
734,242.43997192382812
735,242.4384765625
736,242.27197265625
737,242.46871948242188
738,242.47555541992188
739,242.48675537109375
740,242.43988037109375
741,242.43838500976562
742,242.43984985351562
743,242.4573974609375
744,242.4671630859375
745,242.50277709960938
746,242.46224975585938
747,242.44024658203125
748,242.44561767578125
749,242.45388793945312
750,242.42361450195312
751,242.428955078125
752,242.467041015625
753,242.44015502929688
754,242.47286987304688
755,242.43621826171875
756,242.50799560546875
757,242.45962524414062
758,242.45523071289062
759,242.4649658203125
760,242.4005126953125
761,242.49179077148438
762,242.46102905273438
763,242.45953369140625
764,242.44342041015625
765,242.47122192382812
766,242.48196411132812
767,242.44140625
768,242.552734375
769,242.47262573242188
770,242.45309448242188
771,242.45501708984375
772,242.39837646484375
773,242.41934204101562
774,242.47891235351562
775,242.4671630859375
776,242.4979248046875
777,242.44320678710938
778,242.45541381835938
779,242.44659423828125
780,242.44708251953125
781,242.41775512695312
782,242.45388793945312
783,242.422607421875
784,242.376708984375
785,242.45675659179688
786,242.45626831054688
787,242.41619873046875
788,242.45477294921875
789,242.45132446289062
790,242.46255493164062
791,242.4713134765625
792,242.5093994140625
793,242.43954467773438
794,242.45321655273438
795,242.45367431640625
796,242.38629150390625
797,242.42141723632812
798,242.47756958007812
799,242.47705078125
800,242.48974609375
801,242.45797729492188
802,242.43698120117188
803,242.38714599609375
804,242.42327880859375
805,242.48037719726562
806,242.44766235351562
807,242.4495849609375
808,242.4622802734375
809,242.45346069335938
810,242.44320678710938
811,242.40850830078125
812,242.46319580078125
813,242.46853637695312
814,242.43972778320312
815,242.448974609375
816,242.442626953125
817,242.44699096679688
818,242.41476440429688
819,242.46649169921875
820,242.45037841796875
821,242.48110961914062
822,242.50161743164062
823,242.4757080078125
824,242.5303955078125
825,242.45223999023438
826,242.44882202148438
827,242.41851806640625
828,242.44439697265625
829,242.49758911132812
830,242.46585083007812
831,242.482421875
832,242.3330078125
833,242.46823120117188
834,242.42721557617188
835,242.44036865234375
836,242.44915771484375
837,242.49502563476562
838,242.46963500976562
839,242.4432373046875
840,242.4344482421875
841,242.44223022460938
842,242.43881225585938
843,242.45147705078125
844,242.51544189453125
845,242.49636840820312
846,242.45193481445312
847,242.455810546875
848,242.317138671875
849,242.41769409179688
850,242.42990112304688
851,242.45721435546875
852,242.39324951171875
853,242.50698852539062
854,242.47671508789062
855,242.4400634765625
856,242.4595947265625
857,242.41171264648438
858,242.42050170898438
859,242.44635009765625
860,242.44390869140625
861,242.46731567382812
862,242.44290161132812
863,242.40966796875
864,242.42626953125
865,242.42282104492188
866,242.42575073242188
867,242.48040771484375
868,242.43890380859375
869,242.44375610351562
870,242.45059204101562
871,242.4310302734375
872,242.3870849609375
873,242.41390991210938
874,242.43295288085938
875,242.49151611328125
876,242.41143798828125
877,242.47000122070312
878,242.43142700195312
879,242.406494140625
880,242.465087890625
881,242.47628784179688
882,242.43331909179688
883,242.46893310546875
884,242.48260498046875
885,242.48013305664062
886,242.44692993164062
887,242.4259033203125
888,242.4512939453125
889,242.46005249023438
890,242.44003295898438
891,242.46148681640625
892,242.48052978515625
893,242.46926879882812
894,242.44241333007812
895,242.37646484375
896,242.61328125
897,242.43063354492188
898,242.43405151367188
899,242.47845458984375
900,242.43743896484375
901,242.43106079101562
902,242.45596313476562
903,242.4530029296875
904,242.4647216796875
905,242.45785522460938
906,242.46957397460938
907,242.48028564453125
908,242.40020751953125
909,242.43875122070312
910,242.38601684570312
911,242.461181640625
912,242.472412109375
913,242.46017456054688
914,242.45382690429688
915,242.46844482421875
916,242.52703857421875
917,242.45669555664062
918,242.45523071289062
919,242.4669189453125
920,242.4332275390625
921,242.46298217773438
922,242.47665405273438
923,242.47174072265625
924,242.45660400390625
925,242.43899536132812
926,242.41751098632812
927,242.47412109375
928,242.51123046875
929,242.49948120117188
930,242.49996948242188
931,242.48040771484375
932,242.38714599609375
933,242.43252563476562
934,242.48965454101562
935,242.4764404296875
936,242.4720458984375
937,242.44956970214844
938,242.45687866210938
939,242.4793243408203
940,242.46612548828125
941,242.4397430419922
942,242.42117309570312
943,242.47779846191406
944,242.389892578125
945,242.45286560058594
946,242.47775268554688
947,242.4586944580078
948,242.49822998046875
949,242.4498748779297
950,242.50064086914062
951,242.45960998535156
952,242.5186767578125
953,242.44541931152344
954,242.44296264648438
955,242.4629669189453
956,242.41314697265625
957,242.4067840576172
958,242.49710083007812
959,242.47608947753906
960,242.2685546875
961,242.46580505371094
962,242.47702026367188
963,242.4296417236328
964,242.45501708984375
965,242.4554901123047
966,242.46426391601562
967,242.48524475097656
968,242.5164794921875
969,242.45640563964844
970,242.48422241210938
971,242.4236602783203
972,242.47442626953125
973,242.4973602294922
974,242.49832153320312
975,242.47145080566406
976,242.514404296875
977,242.44505310058594
978,242.44943237304688
979,242.4577178955078
980,242.48211669921875
981,242.5094451904297
982,242.48110961914062
983,242.47132873535156
984,242.5220947265625
985,242.45957946777344
986,242.43954467773438
987,242.4468536376953
988,242.41461181640625
989,242.4497528076172
990,242.47708129882812
991,242.47608947753906
992,242.43212890625
993,242.46336364746094
994,242.42330932617188
995,242.4359893798828
996,242.47991943359375
997,242.4979705810547
998,242.47451782226562
999,242.42420959472656
1000,242.4222412109375
1001,242.43931579589844
1002,242.40902709960938
1003,242.4295196533203
1004,242.45245361328125
1005,242.4763641357422
1006,242.48904418945312
1007,242.47779846191406
1008,242.396728515625
1009,242.43284606933594
1010,242.42843627929688
1011,242.4992218017578
1012,242.44158935546875
1013,242.4835662841797
1014,242.49234008789062
1015,242.46253967285156
1016,242.4473876953125
1017,242.42295837402344
1018,242.40341186523438
1019,242.4702911376953
1020,242.48638916015625
1021,242.4966278076172
1022,242.45022583007812
1023,242.46876525878906
1024,240.986328125
1025,242.43650817871094
1026,242.43942260742188
1027,242.4804229736328
1028,242.46966552734375
1029,242.4672088623047
1030,242.43936157226562
1031,242.47010803222656
1032,242.4237060546875
1033,242.45005798339844
1034,242.40072631835938
1035,242.4749298095703
1036,242.48223876953125
1037,242.4275360107422
1038,242.45681762695312
1039,242.48268127441406
1040,242.517333984375
1041,242.45140075683594
1042,242.43624877929688
1043,242.4875030517578
1044,242.44891357421875
1045,242.5123748779297
1046,242.40396118164062
1047,242.47474670410156
1048,242.4468994140625
1049,242.43174743652344
1050,242.42245483398438
1051,242.4654083251953
1052,242.52008056640625
1053,242.4800262451172
1054,242.45657348632812
1055,242.44483947753906
1056,242.38427734375
1057,242.46043395996094
1058,242.45114135742188
1059,242.4999542236328
1060,242.47796630859375
1061,242.5057830810547
1062,242.44619750976562
1063,242.43836975097656
1064,242.4700927734375
1065,242.45591735839844
1066,242.43734741210938
1067,242.4632110595703
1068,242.44952392578125
1069,242.4797821044922
1070,242.45681762695312
1071,242.45533752441406
1072,242.337158203125
1073,242.46116638183594
1074,242.46408081054688
1075,242.4918975830078
1076,242.46990966796875
1077,242.4332733154297
1078,242.46548461914062
1079,242.45521545410156
1080,242.4132080078125
1081,242.48497009277344
1082,242.48153686523438
1083,242.4883575439453
1084,242.50396728515625
1085,242.4443817138672
1086,242.44241333007812
1087,242.47657775878906
1088,242.2822265625
1089,242.45066833496094
1090,242.47702026367188
1091,242.4911651611328
1092,242.39251708984375
1093,242.4535369873047
1094,242.44863891601562
1095,242.45057678222656
1096,242.4774169921875
1097,242.49546813964844
1098,242.45297241210938
1099,242.4436798095703
1100,242.47540283203125
1101,242.4700164794922
1102,242.45828247070312
1103,242.48854064941406
1104,242.555419921875
1105,242.46360778808594
1106,242.44943237304688
1107,242.4997100830078
1108,242.51336669921875
1109,242.4757537841797
1110,242.47671508789062
1111,242.46937561035156
1112,242.5260009765625
1113,242.48399353027344
1114,242.45956420898438
1115,242.4409942626953
1116,242.44488525390625
1117,242.4673309326172
1118,242.50637817382812
1119,242.44142150878906
1120,242.60986328125
1121,242.51219177246094
1122,242.48239135742188
1123,242.4574737548828
1124,242.44378662109375
1125,242.4471893310547
1126,242.50283813476562
1127,242.47792053222656
1128,242.4456787109375
1129,242.47398376464844
1130,242.44857788085938
1131,242.4339141845703
1132,242.47198486328125
1133,242.4788055419922
1134,242.49050903320312
1135,242.46315002441406
1136,242.375244140625
1137,242.43333435058594
1138,242.48165893554688
1139,242.4010772705078
1140,242.49530029296875
1141,242.4552459716797
1142,242.47085571289062
1143,242.47914123535156
1144,242.5079345703125
1145,242.47325134277344
1146,242.46591186523438
1147,242.4380645751953
1148,242.44244384765625
1149,242.4819793701172
1150,242.50149536132812
1151,242.47657775878906
1152,242.453125
1153,242.43113708496094
1154,242.42819213867188
1155,242.4472198486328
1156,242.50091552734375
1157,242.4755096435547
1158,242.47744750976562
1159,242.46131896972656
1160,242.4237060546875
1161,242.45640563964844
1162,242.45297241210938
1163,242.4710235595703
1164,242.48028564453125
1165,242.4685516357422
1166,242.47146606445312
1167,242.46412658691406
1168,242.468505859375
1169,242.46946716308594
1170,242.42892456054688
1171,242.4767608642578
1172,242.45574951171875
1173,242.4786834716797
1174,242.49575805664062
1175,242.46302795410156
1176,242.5152587890625
1177,242.44493103027344
1178,242.43661499023438
1179,242.4424591064453
1180,242.46051025390625
1181,242.5088348388672
1182,242.46145629882812
1183,242.43409729003906
1184,242.34326171875
1185,242.43748474121094
1186,242.46237182617188
1187,242.4330596923828
1188,242.45745849609375
1189,242.4989471435547
1190,242.48526000976562
1191,242.46424865722656
1192,242.4075927734375
1193,242.42759704589844
1194,242.44223022460938
1195,242.4446563720703
1196,242.47393798828125
1197,242.4822235107422
1198,242.45681762695312
1199,242.47291564941406
1200,242.468017578125
1201,242.43479919433594
1202,242.42453002929688
1203,242.4557647705078
1204,242.41326904296875
1205,242.5011444091797
1206,242.48306274414062
1207,242.46400451660156
1208,242.4171142578125
1209,242.46446228027344
1210,242.43417358398438
1211,242.4600372314453
1212,242.46002197265625
1213,242.4687957763672
1214,242.43655395507812
1215,242.43116760253906
1216,242.2490234375
1217,242.41014099121094
1218,242.45309448242188
1219,242.4770050048828
1220,242.45111083984375
1221,242.4672088623047
1222,242.43887329101562
1223,242.43446350097656
1224,242.4461669921875
1225,242.41392517089844
1226,242.44076538085938
1227,242.4744415283203
1228,242.44512939453125
1229,242.4651336669922
1230,242.45877075195312
1231,242.43971252441406
1232,242.506591796875
1233,242.42503356933594
1234,242.46212768554688
1235,242.4669952392578
1236,242.47430419921875
1237,242.4908905029297
1238,242.47720336914062
1239,242.37123107910156
1240,242.4537353515625
1241,242.45811462402344
1242,242.46298217773438
1243,242.4346466064453
1244,242.45465087890625
1245,242.4531707763672
1246,242.44143676757812
1247,242.39747619628906
1248,242.38916015625
1249,242.44725036621094
1250,242.44821166992188
1251,242.4662628173828
1252,242.47991943359375
1253,242.4501190185547
1254,242.46377563476562
1255,242.42225646972656
1256,242.5472412109375
1257,242.47691345214844
1258,242.48422241210938
1259,242.4427032470703
1260,242.41925048828125
1261,242.4514617919922
1262,242.42605590820312
1263,242.42652893066406
1264,242.506103515625
1265,242.46702575683594
1266,242.47824096679688
1267,242.4850616455078
1268,242.51190185546875
1269,242.4401092529297
1270,242.48257446289062
1271,242.48988342285156
1272,242.4337158203125
1273,242.47666931152344
1274,242.49032592773438
1275,242.5069122314453
1276,242.47467041015625
1277,242.4394989013672
1278,242.44583129882812
1279,242.46485900878906
1280,242.794921875
1281,242.47850036621094
1282,242.49557495117188
1283,242.4794464111328
1284,242.42376708984375
1285,242.4374237060547
1286,242.47354125976562
1287,242.48963928222656
1288,242.4959716796875
1289,242.47154235839844
1290,242.45150756835938
1291,242.4861602783203
1292,242.43829345703125
1293,242.4436492919922
1294,242.46121215820312
1295,242.46949768066406
1296,242.388427734375
1297,242.47434997558594
1298,242.50704956054688
1299,242.4499053955078
1300,242.48309326171875
1301,242.4806365966797
1302,242.51626586914062
1303,242.48060607910156
1304,242.5582275390625
1305,242.45030212402344
1306,242.47860717773438
1307,242.4502716064453
1308,242.38433837890625
1309,242.4385223388672
1310,242.48782348632812
1311,242.45948791503906
1312,242.45849609375
1313,242.50730895996094
1314,242.48483276367188
1315,242.4530792236328
1316,242.47113037109375
1317,242.4647674560547
1318,242.50576782226562
1319,242.51844787597656
1320,242.4681396484375
1321,242.47398376464844
1322,242.49008178710938
1323,242.4705352783203
1324,242.46417236328125
1325,242.4695281982422
1326,242.47634887695312
1327,242.49732971191406
1328,242.509033203125
1329,242.44114685058594
1330,242.45822143554688
1331,242.4313507080078
1332,242.48358154296875
1333,242.4738006591797
1334,242.49868774414062
1335,242.48158264160156
1336,242.4874267578125
1337,242.49131774902344
1338,242.44686889648438
1339,242.4297637939453
1340,242.42877197265625
1341,242.4634246826172
1342,242.47024536132812
1343,242.49220275878906
1344,242.3720703125
1345,242.48533630371094
1346,242.42916870117188
1347,242.4784698486328
1348,242.46087646484375
1349,242.4613494873047
1350,242.48818969726562
1351,242.49598693847656
1352,242.4031982421875
1353,242.45396423339844
1354,242.43588256835938
1355,242.4710235595703
1356,242.46856689453125
1357,242.5085906982422
1358,242.48367309570312
1359,242.49391174316406
1360,242.535888671875
1361,242.45677185058594
1362,242.46749877929688
1363,242.4660186767578
1364,242.46356201171875
1365,242.4991912841797
1366,242.52310180664062
1367,242.47523498535156
1368,242.5689697265625
1369,242.44786071777344
1370,242.43807983398438
1371,242.4805450439453
1372,242.46636962890625
1373,242.5303192138672
1374,242.44192504882812
1375,242.46095275878906
1376,242.50439453125
